"query_id","blinded_candidate_id","reference_id","corpus_version","retriever","reference_rank","score","best_chunk_id"
"DEV-001","DEV-001-C01","de2039c469393234a54e9902733b9c7d93092802cc6391084944b6db5fe714ba","v2","dense","7","0.8176830410957336","7b98a9e7efa658f016362da93a7eca68c9d924495413c9e95fe42cf2d620886a"
"DEV-001","DEV-001-C01","de2039c469393234a54e9902733b9c7d93092802cc6391084944b6db5fe714ba","v2","hybrid","13","0.009055042639374733","7b98a9e7efa658f016362da93a7eca68c9d924495413c9e95fe42cf2d620886a"
"DEV-001","DEV-001-C02","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","v1","bm25","7","7.253788471221924","14c07e261324f8ad7afb3f5540d94f248683694073e73bc7647c38b1bc3b1d27"
"DEV-001","DEV-001-C02","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","v1","hybrid","10","0.008829955011606216","14c07e261324f8ad7afb3f5540d94f248683694073e73bc7647c38b1bc3b1d27"
"DEV-001","DEV-001-C02","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","v2","bm25","5","9.197946548461914","14c07e261324f8ad7afb3f5540d94f248683694073e73bc7647c38b1bc3b1d27"
"DEV-001","DEV-001-C02","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","v2","hybrid","5","0.012404870241880417","3e4c860876a0fbae4537de94298f0b6ba21fbea124e15ac80444194c2a8a127b"
"DEV-001","DEV-001-C03","85727d1de009de76cb4bd50624b1cbfbc1d090d0e1a6c1a80caad0300761701f","v1","bm25","10","5.443779468536377","e69a453711731eb9aff99aaca32ca8a1ff4b7dfca220a1c76d3f870b363046be"
"DEV-001","DEV-001-C03","85727d1de009de76cb4bd50624b1cbfbc1d090d0e1a6c1a80caad0300761701f","v1","hybrid","15","0.007230880670249462","e69a453711731eb9aff99aaca32ca8a1ff4b7dfca220a1c76d3f870b363046be"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v1","bm25","4","10.895219802856445","2b4aab8c7b33a98cc213378479c68100332083da59ca1806d0128411b61bafd1"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v1","dense","2","0.824968695640564","2b4aab8c7b33a98cc213378479c68100332083da59ca1806d0128411b61bafd1"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v1","hybrid","1","0.015527201816439629","2b4aab8c7b33a98cc213378479c68100332083da59ca1806d0128411b61bafd1"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v2","bm25","4","9.49950885772705","0ff510c9fd2989eed57a8ad539e000c4ee6de149566670149b96d3483dadf23e"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v2","dense","1","0.8341860771179199","0ff510c9fd2989eed57a8ad539e000c4ee6de149566670149b96d3483dadf23e"
"DEV-001","DEV-001-C04","e5d39000071b4c5c2f1170fcbce4de576b4fe8643cd125a1a82df9d0da3e82bd","v2","hybrid","1","0.015339577570557594","0ff510c9fd2989eed57a8ad539e000c4ee6de149566670149b96d3483dadf23e"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","bm25","1","19.2773380279541","14ab6b973703c1d2e930293bfd61d7465ffa6b0009586249d23d0213a41e319e"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","dense","1","0.8260795474052429","94eb40ebcae2bfb153d652ade4cd38757564e68b1026216bc7b956a2bbe102b8"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","hybrid","2","0.015238974243402481","14ab6b973703c1d2e930293bfd61d7465ffa6b0009586249d23d0213a41e319e"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","bm25","1","19.182788848876953","14ab6b973703c1d2e930293bfd61d7465ffa6b0009586249d23d0213a41e319e"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","dense","5","0.8200840950012207","3abd8239b77ec74cd94b0f4a6b3ce2976d547e1561a503bdd0ac76684bfd5699"
"DEV-001","DEV-001-C05","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","hybrid","2","0.014854753389954567","3abd8239b77ec74cd94b0f4a6b3ce2976d547e1561a503bdd0ac76684bfd5699"
"DEV-001","DEV-001-C06","9b1c8215f591cf0bbf19b2ecd69cfdb8e8d59fae42503881a492dcf0e499e81c","v1","dense","9","0.8111658096313477","213393d350ae4a9853a89f57e68ab99626641f0f71351a77eb91ee9b67f4e8fc"
"DEV-001","DEV-001-C07","6cbd13b41ebff0b784ab86bdc930b52b2fe2a5726d4ed1c0d54c368499f1faf6","v1","dense","7","0.8111658096313477","213393d350ae4a9853a89f57e68ab99626641f0f71351a77eb91ee9b67f4e8fc"
"DEV-001","DEV-001-C08","e26894d3bc2aff6173b4fd7039c5b6d9c60007a56c2ef8930b34c3d111bc0c2c","v1","bm25","3","12.762609481811523","afc7e8ebfff90120facd32f6e67a346ff7699678f5016c70f5a6001fb98ee878"
"DEV-001","DEV-001-C08","e26894d3bc2aff6173b4fd7039c5b6d9c60007a56c2ef8930b34c3d111bc0c2c","v1","hybrid","8","0.009225922636687756","8f2de777e36c3ad1534233769145b7c16b7ac5f2377ee4e196acd40293d0de6f"
"DEV-001","DEV-001-C08","e26894d3bc2aff6173b4fd7039c5b6d9c60007a56c2ef8930b34c3d111bc0c2c","v2","bm25","2","13.106527328491211","afc7e8ebfff90120facd32f6e67a346ff7699678f5016c70f5a6001fb98ee878"
"DEV-001","DEV-001-C08","e26894d3bc2aff6173b4fd7039c5b6d9c60007a56c2ef8930b34c3d111bc0c2c","v2","dense","9","0.8157598972320557","8f2de777e36c3ad1534233769145b7c16b7ac5f2377ee4e196acd40293d0de6f"
"DEV-001","DEV-001-C08","e26894d3bc2aff6173b4fd7039c5b6d9c60007a56c2ef8930b34c3d111bc0c2c","v2","hybrid","3","0.014822134748101234","8f2de777e36c3ad1534233769145b7c16b7ac5f2377ee4e196acd40293d0de6f"
"DEV-001","DEV-001-C09","7cc8c30eecef9d564c2024f8e7087652254db17de5dfb817a9f991803e278787","v1","dense","8","0.8111658096313477","213393d350ae4a9853a89f57e68ab99626641f0f71351a77eb91ee9b67f4e8fc"
"DEV-001","DEV-001-C10","e0cb887c798a4523d95f98661a48e7f223eef521963b3cf8a18082f2a9d3192b","v2","dense","3","0.8314386606216431","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2"
"DEV-001","DEV-001-C10","e0cb887c798a4523d95f98661a48e7f223eef521963b3cf8a18082f2a9d3192b","v2","hybrid","7","0.011249229311943054","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2"
"DEV-001","DEV-001-C11","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v1","hybrid","11","0.008160058408975601","a55d8dbb2b1ba55e3e976fa9ca81f6d022838f8e1a32876d2b4cd7a271e6d8e6"
"DEV-001","DEV-001-C11","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v2","bm25","7","6.513106822967529","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299"
"DEV-001","DEV-001-C11","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v2","dense","6","0.8188133239746094","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299"
"DEV-001","DEV-001-C11","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v2","hybrid","4","0.014102564193308353","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299"
"DEV-001","DEV-001-C12","86c5b789d8cba557956fbcb13eb34cf1fffd29b4a43b8d0511b0727e83416345","v1","dense","10","0.8091377019882202","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9"
"DEV-001","DEV-001-C12","86c5b789d8cba557956fbcb13eb34cf1fffd29b4a43b8d0511b0727e83416345","v1","hybrid","14","0.0073027717880904675","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9"
"DEV-001","DEV-001-C12","86c5b789d8cba557956fbcb13eb34cf1fffd29b4a43b8d0511b0727e83416345","v2","hybrid","9","0.010732322931289673","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","v1","bm25","6","7.571439266204834","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","v1","dense","6","0.8145161867141724","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","v1","hybrid","3","0.012284643948078156","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","v2","bm25","8","5.927975654602051","2a606d36bd8c7d7e1333e7884b2f706e996041b490efdfc247e7449175fff11c"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","v2","hybrid","19","0.00792109128087759","2a606d36bd8c7d7e1333e7884b2f706e996041b490efdfc247e7449175fff11c"
"DEV-001","DEV-001-C14","fda5298a5aa4e7010d493b2bf7a9c249d727ee960091428e070ef2edc1e2814a","v1","bm25","9","6.284828186035156","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7"
"DEV-001","DEV-001-C14","fda5298a5aa4e7010d493b2bf7a9c249d727ee960091428e070ef2edc1e2814a","v1","hybrid","13","0.007828283123672009","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f"
"DEV-001","DEV-001-C14","fda5298a5aa4e7010d493b2bf7a9c249d727ee960091428e070ef2edc1e2814a","v2","bm25","10","5.659909248352051","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7"
"DEV-001","DEV-001-C14","fda5298a5aa4e7010d493b2bf7a9c249d727ee960091428e070ef2edc1e2814a","v2","hybrid","18","0.007963734678924084","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f"
"DEV-001","DEV-001-C15","51948495b0b47b0306b0d80f87c8c7e5ed8ea01e33c9e0af130bf9dbf9291390","v1","dense","3","0.8160313963890076","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1"
"DEV-001","DEV-001-C15","51948495b0b47b0306b0d80f87c8c7e5ed8ea01e33c9e0af130bf9dbf9291390","v1","hybrid","4","0.010639458894729614","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1"
"DEV-001","DEV-001-C15","51948495b0b47b0306b0d80f87c8c7e5ed8ea01e33c9e0af130bf9dbf9291390","v2","hybrid","8","0.010797630995512009","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1"
